ticker,date,mean_sentiment,count,rolling_mean,rolling_std,z_score
1COV,2023-03-02,-0.5994,1,0.08770000000000001,0.5453158192814699,-1.2600037917575007
1COV,2023-03-03,0.0516,1,0.11556999999999999,0.5199794161376935,-0.1230241005983598
1COV,2023-03-04,-0.296,1,0.08617333333333334,0.5173951280933294,-0.7386488828019958
1COV,2023-03-05,0.4767,1,0.11193,0.5169468152127652,0.7056238461395063
1COV,2023-03-06,0.875,1,0.11874666666666668,0.5258381701582744,1.4381864540295834
1COV,2023-03-08,-0.4767,1,0.10285666666666667,0.5366418202394266,-1.0799692547407007
1COV,2023-03-09,0.4215,1,0.11690666666666667,0.5393668337350132,0.5647238841589168
1COV,2023-03-10,0.2263,1,0.09886999999999999,0.5257391034829295,0.24238257941210492
1COV,2023-03-11,0.3182,1,0.12352666666666665,0.5177780352111573,0.37597835384025663
1COV,2023-03-12,-0.4588,1,0.09836666666666666,0.5273582583440579,-1.056524019205102
1COV,2023-03-13,-0.4588,1,0.07034666666666665,0.5340683759228958,-0.9907844959969326
1COV,2023-03-14,0.5106,1,0.11478333333333333,0.5122314664581678,0.7727300890036043
1COV,2023-03-15,-0.7184,1,0.10070333333333333,0.5294289477145738,-1.54714496981931
1COV,2023-03-16,0.6908,1,0.10783999999999999,0.5360734616410908,1.087462897744228
1COV,2023-03-17,0.5994,1,0.10479333333333332,0.5328963908700254,0.9281479010566285
1COV,2023-03-18,0.3818,1,0.14678333333333335,0.5014987895494268,0.4686285820905332
1COV,2023-03-19,0.8957,1,0.20214,0.48888072559886114,1.4186691429702292
1COV,2023-03-20,-0.0772,1,0.18752666666666667,0.49051172500544377,-0.5396948802064389
1COV,2023-03-21,-0.8779,1,0.16813,0.5208580401937584,-2.008282332765524
1COV,2023-03-22,0.0,1,0.16386333333333333,0.5217216522268353,-0.31408191060103535
1COV,2023-03-23,0.5719,1,0.16434666666666667,0.5221053795952488,0.7805959280658638
1COV,2023-03-24,0.9246,1,0.17317666666666665,0.5329002602437122,1.4100637387373083
1COV,2023-03-25,0.0,1,0.15234666666666669,0.5268127146983225,-0.28918562976200657
1COV,2023-03-26,0.128,1,0.15234666666666669,0.5268127146983225,-0.04621503237750957
1COV,2023-03-27,0.5106,1,0.1827633333333333,0.5200072389969157,0.6304463516682145
1COV,2023-03-28,0.5478,1,0.19041666666666665,0.523745456787691,0.68236073211076
1COV,2023-03-29,0.34,1,0.21579999999999996,0.5113731871654243,0.24287546378496874
1COV,2023-03-30,0.9042,1,0.21754333333333334,0.5137003599196804,1.3366871434040435
1COV,2023-03-31,0.6369,1,0.22019333333333332,0.5157151217974655,0.8080171572520187
1COV,2023-04-01,-0.5423,1,0.18353666666666665,0.5298105363913258,-1.369992887666079
1COV,2023-04-02,0.2732,1,0.21262333333333333,0.5088847032097934,0.11903809700818077
1COV,2023-04-03,-0.4404,1,0.1962233333333333,0.5220116181051735,-1.219557786173771
1COV,2023-04-04,-0.8316,1,0.17837,0.5479416814865837,-1.8432071041938594
1COV,2023-04-05,0.0,1,0.16247999999999999,0.5459001679605074,-0.2976368382648207
1COV,2023-04-06,-0.25,1,0.12498,0.5337722072582828,-0.7025094130061251
1COV,2023-04-07,0.3818,1,0.15359666666666666,0.5233130726988111,0.4360742072741493
1COV,2023-04-08,-0.4939,1,0.12308333333333334,0.5337372600972241,-1.1559682627758558
1COV,2023-04-09,0.6597,1,0.13752999999999999,0.5424221222665405,0.9626635392710092
1COV,2023-04-10,0.8519,1,0.15531999999999999,0.5571051819218144,1.2503563467082592
1COV,2023-04-11,-0.8779,1,0.14135,0.5779024107747867,-1.7637060877346127
1COV,2023-04-12,-0.4939,1,0.14018,0.5791934394275042,-1.0947637815558608
1COV,2023-04-13,0.7351,1,0.14766333333333334,0.5855597083624104,1.0032054089061306
1COV,2023-04-14,0.3818,1,0.18433666666666665,0.5634845795297472,0.3504325415579699
1COV,2023-04-15,0.6597,1,0.18330000000000002,0.5625485180608102,0.8468602879663123
1COV,2023-04-16,0.5267,1,0.18087666666666666,0.5608482612930188,0.6166076587917879
1COV,2023-04-17,-0.3818,1,0.15542333333333333,0.5686878749296084,-0.9446716855002936
1COV,2023-04-18,0.5859,1,0.14509666666666668,0.5574842657333298,0.7907009406866197
1COV,2023-04-19,0.0,1,0.14767,0.5566002423271307,-0.26530710691500187
1COV,2023-04-20,-0.2732,1,0.16782666666666665,0.5284153296827014,-0.8346212569788443
1COV,2023-04-21,-0.5267,1,0.15027,0.542739362830371,-1.2473206226827178
1COV,2023-04-22,-0.2263,1,0.12366333333333332,0.5409190815150878,-0.646979086692788
1COV,2023-04-23,0.409,1,0.10647666666666665,0.5224698029111566,0.5790254894114443
1COV,2023-04-24,0.128,1,0.11074333333333333,0.5220928043301624,0.03305287206324693
1COV,2023-04-25,0.0258,1,0.10733666666666665,0.5223097049831068,-0.1561078913310711
1COV,2023-04-26,-0.3182,1,0.07970999999999998,0.5221632248108128,-0.7620414098372563
1COV,2023-04-27,-0.2023,1,0.05470666666666666,0.5169087479885848,-0.49719929807096686
1COV,2023-04-28,-0.8402,1,0.015366666666666659,0.5388903524410349,-1.5876451726982481
1COV,2023-04-29,-0.2263,1,-0.022316666666666683,0.5135226087648367,-0.397223666206186
1COV,2023-04-30,-0.6705,1,-0.06589666666666667,0.5111197022112389,-1.1828996822420648
1COV,2023-05-01,-0.3818,1,-0.06054666666666667,0.5067827275268367,-0.6339074239982286
1COV,2023-05-02,0.3818,1,-0.05692666666666668,0.5096287986052357,0.8608749502920249
1COV,2023-05-03,-0.4215,1,-0.056296666666666675,0.5091498617427324,-0.7172806294856001
1COV,2023-05-04,0.0258,1,-0.027716666666666674,0.4877433603594338,0.10972300397329554
1COV,2023-05-05,0.5574,1,-0.009136666666666675,0.49931507534948727,1.134627602161078
1COV,2023-05-06,-0.296,1,-0.010670000000000008,0.5001501734134629,-0.5704886555425106
1COV,2023-05-07,0.9001,1,0.006606666666666661,0.5226217224547876,1.7096368079316302
1COV,2023-05-08,0.6808,1,0.04576333333333333,0.5278094898490482,1.2031550756093548
1COV,2023-05-09,0.7096,1,0.04742666666666666,0.5298855035293705,1.2496536118139538
1COV,2023-05-10,0.0772,1,0.02160333333333333,0.5077429613653859,0.10949766101564484
1COV,2023-05-11,-0.5106,1,0.03384666666666666,0.48940222843322045,-1.1124727985192597
1COV,2023-05-12,-0.5994,1,0.03032999999999999,0.4936854884263446,-1.2755691928626591
1COV,2023-05-13,0.6705,1,0.028176666666666662,0.4906369278336301,1.3091622274936845
1COV,2023-05-14,-0.128,1,0.011183333333333328,0.4867801224820894,-0.2859264931025495
1COV,2023-05-15,-0.4588,1,-0.026100000000000005,0.47815380587104533,-0.9049389436768304
1COV,2023-05-16,0.1779,1,-0.03772666666666667,0.4683895217572163,0.46035757985729236
1COV,2023-05-17,-0.5719,1,-0.044063333333333336,0.47445154069858825,-1.112519659836015
1COV,2023-05-18,-0.3182,1,-0.0742,0.4615967123231989,-0.5285999520489589
1COV,2023-05-19,-0.7351,1,-0.09870333333333334,0.4767832222540851,-1.3347715208139623
1COV,2023-05-20,0.4588,1,-0.07430333333333333,0.48618306009109374,1.0965074209567243
1COV,2023-05-21,0.4939,1,-0.04028333333333333,0.48913422957326314,1.0920996753782137
1COV,2023-05-22,0.3182,1,-0.02213333333333333,0.4920871091468517,0.6916119666767554
1COV,2023-05-23,-0.5267,1,-0.05332333333333333,0.493470086214459,-0.9592813827846499
1COV,2023-05-24,-0.0772,1,-0.06016333333333333,0.4922908248133436,-0.0346069148721719
1COV,2023-05-25,-0.296,1,-0.07088999999999998,0.4938565625556779,-0.45582061081677105
1COV,2023-05-26,-0.4767,1,-0.07617333333333333,0.49742845400175345,-0.8051945228393687
1COV,2023-05-27,0.3182,1,-0.05882333333333334,0.5019344871960696,0.7511405232174403
1COV,2023-05-28,0.4767,1,-0.014926666666666664,0.4886518003885674,1.0060879061035561
1COV,2023-05-29,-0.4767,1,-0.02327333333333333,0.4944904308082406,-0.9169574139696586
1COV,2023-05-30,-0.4215,1,-0.014973333333333332,0.4852556460495729,-0.8377577262133218
1COV,2023-05-31,0.7184,1,0.0217,0.49798368828015166,1.3990418087912473
1COV,2023-06-01,-0.5267,1,-0.008583333333333327,0.5029294528462513,-1.0301975033167488
1COV,2023-06-02,-0.6597,1,-0.016523333333333324,0.5114807588542903,-1.257479691137108
1COV,2023-06-03,0.6705,1,0.004966666666666675,0.5266393003220307,1.2637365516139252
1COV,2023-06-04,0.1779,1,-0.007683333333333325,0.5173887453845266,0.3586922502448456
1COV,2023-06-05,-0.6124,1,-0.018229999999999993,0.5266111921424145,-1.1282897303848325
1COV,2023-06-06,-0.7717,1,-0.07395666666666667,0.5143956713252559,-1.3564331354805386
1COV,2023-06-07,0.0,1,-0.09664999999999999,0.4945860907940056,0.19541592818519954
1COV,2023-06-08,0.7269,1,-0.09607333333333333,0.4955676716608965,1.6606679176128172
1COV,2023-06-09,0.0772,1,-0.09607333333333333,0.4955676716608965,0.3496461598324347
1COV,2023-06-10,0.3818,1,-0.06632666666666666,0.49660977668472295,0.9023718172813254
1COV,2023-06-11,0.4939,1,-0.029883333333333328,0.49625702745538064,1.0554678409676077
1COV,2023-06-12,-0.25,1,-0.06056666666666666,0.47963817564934264,-0.39495049174698227
1COV,2023-06-13,0.3182,1,-0.04569333333333333,0.4843698735850336,0.7512716070469027
1COV,2023-06-14,-0.5859,1,-0.04993,0.4886448079938127,-1.0968498820247088
1COV,2023-06-15,0.3182,1,-0.04525333333333333,0.49156315603166995,0.7393827809786401
1COV,2023-06-16,-0.128,1,-0.030456666666666667,0.4817467432263504,-0.20247844890464006
1COV,2023-06-17,0.128,1,-0.015583333333333333,0.47943909834616977,0.29948190255785473
1COV,2023-06-18,-0.2732,1,-0.00018666666666667016,0.4626588828554546,-0.5900963829946156
1COV,2023-06-19,0.6908,1,0.0075466666666666625,0.47243111866711024,1.4462496358432624
1COV,2023-06-20,-0.6705,1,-0.03126666666666667,0.47888365755292184,-1.3348405677483182
1COV,2023-06-21,0.0,1,-0.04187333333333334,0.47437918699861925,0.08826975230145419
1COV,2023-06-22,0.4939,1,-0.007853333333333339,0.4750066473098092,1.0563080246876617
1COV,2023-06-23,0.743,1,0.01948666666666666,0.49409812074074916,1.4643110405857165
1COV,2023-06-24,0.4215,1,0.04340333333333333,0.4956632028688035,0.7628096346033267
1COV,2023-06-25,-0.2263,1,0.05174999999999999,0.4886618150446772,-0.5690029207102637
1COV,2023-06-26,0.4215,1,0.05519333333333332,0.49096261809613956,0.7460988946309901
1COV,2023-06-27,-0.296,1,0.029436666666666663,0.48834877268363125,-0.6664021389432169
1COV,2023-06-28,-0.2263,1,0.03778333333333333,0.4814915082026516,-0.5484693475054707
1COV,2023-06-29,-0.5574,1,0.03325333333333333,0.4865740364215295,-1.2139022823273655
1COV,2023-06-30,0.2023,1,0.016049999999999995,0.4703684056874624,0.3959662208344715
1COV,2023-07-01,0.128,1,0.03787333333333332,0.45937792189703297,0.1961928564056417
1COV,2023-07-02,-0.4767,1,0.04397333333333332,0.4509329424368022,-1.1546580086157825
1COV,2023-07-03,0.5859,1,0.041153333333333326,0.4471282048140439,1.2183232030581055
1COV,2023-07-04,-0.3182,1,0.024616666666666658,0.4510530453423892,-0.7600362533999486
1COV,2023-07-05,0.2732,1,0.05413666666666666,0.43667541680712674,0.5016617031823672
1COV,2023-07-06,-0.836,1,0.05199333333333333,0.4410049823264827,-2.013567576150281
1COV,2023-07-07,0.0,1,0.05199333333333333,0.4410049823264827,-0.11789738306140467
1COV,2023-07-08,-0.1027,1,0.024339999999999994,0.4228624237022132,-0.3004286805333729
1COV,2023-07-09,-0.1531,1,0.016663333333333325,0.4239587280525709,-0.400424197216392
1COV,2023-07-10,0.0,1,0.003936666666666662,0.4183128234519802,-0.00941081995569894
1COV,2023-07-11,0.7351,1,0.011976666666666662,0.4302036179358063,1.6808862203507449
1COV,2023-07-12,-0.2732,1,0.011203333333333327,0.430711338236013,-0.660310765205562
1COV,2023-07-13,-0.34,1,-0.010736666666666672,0.4312976158487099,-0.763424886282775
1COV,2023-07-14,0.5106,1,0.02581333333333333,0.4273177512176938,1.1344875453575431
1COV,2023-07-15,-0.4939,1,-0.0012566666666666707,0.4338298488032415,-1.1355680912512915
1COV,2023-07-16,-0.6486,1,-0.01861,0.4492137639906199,-1.4024280876958055
1COV,2023-07-17,-0.6908,1,-0.04590333333333333,0.4646093757743929,-1.388040578371407
1COV,2023-07-18,0.3182,1,-0.02619,0.46717209732307546,0.7371801568915944
1COV,2023-07-19,0.4215,1,-0.03516666666666667,0.4553580458112684,1.0028738283367034
1COV,2023-07-20,0.0516,1,-0.011096666666666671,0.4394226859016922,0.14267963097538663
1COV,2023-07-21,0.5106,1,0.005923333333333331,0.4496370365185625,1.1224090225624286
1COV,2023-07-22,-0.4215,1,-0.02459,0.44642905166713054,-0.8890774435888341
1COV,2023-07-23,0.4215,1,-0.035306666666666674,0.43095821537858936,1.0599790196953778
1COV,2023-07-24,0.4215,1,-0.035306666666666674,0.43095821537858936,1.0599790196953778
1COV,2023-07-25,0.2023,1,-0.02102,0.4315121658092377,0.5175288617441322
1COV,2023-07-26,0.3818,1,-0.022343333333333333,0.43016705630874746,0.9395032171949125
1COV,2023-07-27,0.1027,1,-0.009053333333333335,0.42757198767421367,0.2613672938239425
1COV,2023-07-28,-0.4215,1,-0.015560000000000001,0.4324494139043394,-0.9386993876000408
1COV,2023-07-29,0.6249,1,0.02385,0.4352314625971823,1.3809893163819522
1COV,2023-07-30,0.3818,1,0.029833333333333333,0.43898692725279453,0.8017702688079901
1COV,2023-07-31,0.0258,1,0.026426666666666664,0.4385952324011938,-0.0014288041008467618
1COV,2023-08-02,-0.6597,1,0.020326666666666663,0.4470255959140355,-1.5212253456677636
1COV,2023-08-03,-0.5719,1,-0.018266666666666664,0.4464920930939338,-1.2399622342625873
1COV,2023-08-04,-0.3818,1,-0.020386666666666664,0.44811336830156545,-0.8065220966363006
1COV,2023-08-05,-0.4215,1,-0.04354333333333333,0.45036284121486553,-0.8392270233643582
1COV,2023-08-06,0.4019,1,-0.0022799999999999986,0.43156996028533934,0.9365341362794806
1COV,2023-08-07,-0.7184,1,-0.026226666666666665,0.45093564257788066,-1.534971441548422
1COV,2023-08-08,0.0,1,-0.022803333333333335,0.45072484724002065,0.05059258097921118
1COV,2023-08-09,-0.6705,1,-0.04005,0.4655380304106426,-1.354239522480884
1COV,2023-08-10,-0.296,1,-0.04991666666666667,0.4677912126987431,-0.5260537749600924
1COV,2023-08-11,-0.4404,1,-0.0891,0.4486068857374285,-0.783090967100352
1COV,2023-08-12,0.5267,1,-0.06243666666666667,0.4608906231854036,1.2782570029194826
1COV,2023-08-13,0.2732,1,-0.04199666666666667,0.46175309082350197,0.6826086775175388
1COV,2023-08-14,0.0258,1,-0.05815666666666667,0.4500827714553394,0.18653605956787322
1COV,2023-08-15,-0.5574,1,-0.06027333333333333,0.4523462885684031,-1.098995789796321
1COV,2023-08-16,-0.1027,1,-0.04207666666666667,0.43863565800247495,-0.13820885791503815
1COV,2023-08-17,0.1531,1,-0.01394666666666667,0.42235583276576655,0.3955116840053414
1COV,2023-08-18,-0.5106,1,-0.041573333333333344,0.4269618079773227,-1.0985213616379903
1COV,2023-08-19,0.5719,1,-0.03656000000000001,0.4334207874969572,1.4038551392837189
1COV,2023-08-20,-0.6369,1,-0.05951,0.4466190479978239,-1.2928020033816678
1COV,2023-08-21,0.3182,1,-0.06592333333333335,0.4394743785896755,0.8740517127893322
1COV,2023-08-22,-0.5267,1,-0.06943000000000002,0.44281644142138993,-1.0326400675914738
1COV,2023-08-23,-0.4588,1,-0.09877333333333334,0.4383067505072557,-0.8214034263675042
1COV,2023-08-24,-0.296,1,-0.12269000000000001,0.4284022130001759,-0.40454973093224617
1COV,2023-08-25,-0.4019,1,-0.14283,0.4267962593556788,-0.6070109433271744
1COV,2023-08-26,-0.128,1,-0.15982333333333335,0.41517825227354976,0.0766498080259893
1COV,2023-08-27,-0.4215,1,-0.17729666666666669,0.414779256192756,-0.588754933346636
1COV,2023-08-28,0.128,1,-0.15898,0.41575518691686303,0.6902619835681961
1COV,2023-08-29,-0.4215,1,-0.19386,0.390872999570325,-0.5823886537321273
1COV,2023-08-30,0.5,1,-0.18992,0.3974166973220233,1.736011608593697
1COV,2023-08-31,0.7783,1,-0.16483666666666666,0.4336016187488338,2.175122568472199
1COV,2023-09-01,-0.8225,1,-0.17026333333333332,0.44096478980818243,-1.4791128038825652
1COV,2023-09-02,-0.5994,1,-0.17118000000000003,0.441856174446563,-0.9691388844715305
1COV,2023-09-03,-0.34,1,-0.16978666666666667,0.4412345788910874,-0.38576607880804403
1COV,2023-09-04,-0.2023,1,-0.16248,0.4387303998176303,-0.09076188934377973
1COV,2023-09-05,-0.4019,1,-0.18927333333333335,0.4274748316312444,-0.49740160340032896
1COV,2023-09-06,0.5106,1,-0.14830666666666664,0.4338602523563463,1.5187071484148797
1COV,2023-09-07,-0.0772,1,-0.15088,0.4331786868702343,0.17009147087163137
1COV,2023-09-08,0.5574,1,-0.10995,0.4403394903073511,1.5155352056527989
1COV,2023-09-09,0.0516,1,-0.09836333333333334,0.43984806975962076,0.3409434839973018
1COV,2023-09-10,0.7579,1,-0.05842000000000001,0.4615886035167588,1.7685012016774415
1COV,2023-09-11,-0.1531,1,-0.08108,0.44837068054503026,-0.16062602468219817
1COV,2023-09-12,0.25,1,-0.08185333333333333,0.447758149569326,0.7411441503689544
1COV,2023-09-13,0.3182,1,-0.07210666666666668,0.4533300905394496,0.860976746992932
1COV,2023-09-14,0.1027,1,-0.05010333333333335,0.44490449613165384,0.34345198725102694
1COV,2023-09-15,-0.7964,1,-0.07322666666666669,0.46529234261048596,-1.554234332067505
1COV,2023-09-16,0.0,1,-0.07833000000000002,0.46356076947904024,0.16897460949516716
1COV,2023-09-17,-0.4404,1,-0.07599000000000002,0.46147597116807404,-0.7896619169089485
1COV,2023-09-18,-0.5994,1,-0.11503333333333335,0.45426360289983625,-1.0662678312210456
1COV,2023-09-19,0.4019,1,-0.08040666666666668,0.45270117565208673,1.065397424629912
1COV,2023-09-20,-0.7906,1,-0.11736666666666666,0.46415359848708015,-1.4504537625642753
1COV,2023-09-21,-0.5423,1,-0.11788666666666667,0.4646364828501978,-0.9134309271839234
1COV,2023-09-22,0.5106,1,-0.08557333333333335,0.4737296558698585,1.2584674105712146
1COV,2023-09-23,0.4939,1,-0.05924333333333334,0.48348182983604365,1.144082981403692
1COV,2023-09-24,-0.5267,1,-0.06340333333333334,0.48705549813585686,-0.9512194574127092
1COV,2023-09-25,-0.0772,1,-0.061710000000000015,0.48691145860129564,-0.031812765393726086
1COV,2023-09-26,-0.2732,1,-0.056766666666666674,0.4838761015065688,-0.4472908098983581
1COV,2023-09-27,-0.1531,1,-0.06613666666666668,0.48289549985644825,-0.18008727221352275
1COV,2023-09-28,0.2023,1,-0.04534333333333334,0.48049034270917607,0.5153971085808549
1COV,2023-09-29,0.2023,1,-0.05526666666666668,0.47183544058125354,0.5458824083866413
1COV,2023-09-30,0.5106,1,-0.06419000000000001,0.4578516070021843,1.2554067545235412
1COV,2023-10-01,-0.6369,1,-0.05800333333333334,0.4484082641609273,-1.2910035629024648
1COV,2023-10-02,0.6124,1,-0.017610000000000008,0.45251827194962607,1.3922310745280408
1COV,2023-10-03,-0.1531,1,-0.011380000000000006,0.44920115484851686,-0.31549340083017363
1COV,2023-10-05,0.5267,1,0.01291999999999999,0.4581459482861704,1.1214330322508472
1COV,2023-10-06,-0.2023,1,0.01957333333333332,0.45333817774625895,-0.48942124053253594
1COV,2023-10-07,0.1531,1,0.007656666666666657,0.4446002301047484,0.32713283413970956
1COV,2023-10-08,-0.7184,1,-0.013716666666666677,0.4638171690055982,-1.5193127387762309
1COV,2023-10-09,0.0772,1,-0.02972333333333334,0.45155172360644785,0.23679088738574477
1COV,2023-10-10,0.4767,1,-0.015553333333333343,0.4607676224357103,1.0683331670120033
1COV,2023-10-11,0.2023,1,-0.03407333333333335,0.4392720294032979,0.5381024001332846
1COV,2023-10-12,-0.6486,1,-0.05059000000000001,0.45300259674219556,-1.320102808020609
1COV,2023-10-13,-0.4215,1,-0.07297333333333335,0.4542260829551529,-0.7672977835160508
1COV,2023-10-14,0.1531,1,-0.07847666666666668,0.4503065114612131,0.5142645304310982
1COV,2023-10-15,0.25,1,-0.07356666666666668,0.4531442400592226,0.7140478418624032
1COV,2023-10-16,0.8074,1,-0.02010666666666667,0.45948721263459813,1.8009351379376293
1COV,2023-10-17,0.0,1,-0.020106666666666672,0.45948721263459813,0.043758925414658416
1COV,2023-10-18,-0.0772,1,-0.008000000000000005,0.45276706654937254,-0.1528379714703786
1COV,2023-10-19,-0.4404,1,-0.002700000000000004,0.44649267592556563,-0.9803072336912613
1COV,2023-10-20,0.7717,1,0.009626666666666665,0.4628528990520847,1.6464698285222958
1COV,2023-10-21,0.7964,1,0.06252666666666666,0.45891358358126866,1.5991536524291448
1COV,2023-10-22,0.7783,1,0.10654666666666665,0.46222221833922755,1.4533125122088564
1COV,2023-10-23,0.7783,1,0.11546999999999999,0.4727555562502856,1.4020564988327402
1COV,2023-10-24,0.0516,1,0.10072666666666666,0.4674134918547129,-0.1051032277047253
1COV,2023-10-25,0.5423,1,0.13635999999999998,0.45859668074050275,0.8851786701650844
1COV,2023-10-26,-0.0516,1,0.13721333333333333,0.4582092502967078,-0.4120679213941438
1COV,2023-10-27,0.0258,1,0.14718,0.45218662564674866,-0.26842899173851925
1COV,2023-10-28,0.8442,1,0.1804233333333333,0.4658038959012487,1.42501312785797
1COV,2023-10-29,-0.7906,1,0.14732666666666666,0.49833415110838963,-1.8821240016975354
1COV,2023-10-30,0.5574,1,0.15916333333333332,0.5038714166047367,0.7903537560239591
1COV,2023-10-31,-0.5423,1,0.12406666666666667,0.5150927444667597,-1.2936828829854914
1COV,2023-11-01,0.743,1,0.17006333333333334,0.5063334368761857,1.1315402557677965
1COV,2023-11-02,0.5106,1,0.16666999999999996,0.5036005184393813,0.6829421086892689
1COV,2023-11-03,0.4215,1,0.1858233333333333,0.5019434970834542,0.4695282796491386
1COV,2023-11-04,-0.296,1,0.15839999999999999,0.50514138000475,-0.8995501417756098
1COV,2023-11-05,-0.4404,1,0.1504633333333333,0.512816221355231,-1.15219314196389
1COV,2023-11-06,0.1531,1,0.1504633333333333,0.512816221355231,0.0051415430262691875
1COV,2023-11-07,-0.4215,1,0.16036,0.49812455415114365,-1.1681014219255872
